Date,Market,Grade,Min Price (Rs./ Qtl),Max Price (Rs./Qtl),Modal Price (Rs./Qtl),Festival,is_amavasya,is_ekadashi,is_purnima,Tithi,Nakshatra,Day,Month,Year,Week,Temp Max (°C),Rain (mm),Heat Stress,Rain Alert,Agro Advisory
2025-09-24,DEVALA,RED,200.0,2345,2000.0,Hartalika Teej,0,0,0,Shukla Tritiya,Chitra,24,9,2025,39,30,0,No,No,Normal conditions
2025-09-24,PIMPALGAON,POLE,400.0,2456,1951.0,Hartalika Teej,0,0,0,Shukla Tritiya,Chitra,24,9,2025,39,30,0,No,No,Normal conditions
2025-09-24,DEVALA,RED,200.0,2380,2000.0,Hartalika Teej,0,0,0,Shukla Tritiya,Chitra,24,9,2025,39,30,0,No,No,Normal conditions
2025-09-24,LASALGAON,RED,600.0,2490,2151.0,Hartalika Teej,0,0,0,Shukla Tritiya,Chitra,24,9,2025,39,30,0,No,No,Normal conditions
2025-09-24,NANDGAON,RED,100.0,2391,1850.0,Hartalika Teej,0,0,0,Shukla Tritiya,Chitra,24,9,2025,39,30,0,No,No,Normal conditions
2025-09-24,UMRANE,RED,901.0,2546,1900.0,Hartalika Teej,0,0,0,Shukla Tritiya,Chitra,24,9,2025,39,30,0,No,No,Normal conditions
2025-09-24,PIMPALGAON,POLE,400.0,2501,2001.0,Hartalika Teej,0,0,0,Shukla Tritiya,Chitra,24,9,2025,39,30,0,No,No,Normal conditions
2025-09-24,YEOLA,RED,350.0,2315,1800.0,Hartalika Teej,0,0,0,Shukla Tritiya,Chitra,24,9,2025,39,30,0,No,No,Normal conditions
2025-09-24,NAMPUR,RED,100.0,2370,1900.0,Hartalika Teej,0,0,0,Shukla Tritiya,Chitra,24,9,2025,39,30,0,No,No,Normal conditions
2025-09-25,SINNER,RED,500.0,2330,1800.0,"Hartalika Teej, Ganesh Chaturthi / Vinayaka Chaturthi (State Holiday)",0,0,0,Shukla Tritiya,Swati,25,9,2025,39,30,0,No,No,Normal conditions
2025-09-25,DINDORI(VANI),RED,1400.0,2847,1875.0,"Hartalika Teej, Ganesh Chaturthi / Vinayaka Chaturthi (State Holiday)",0,0,0,Shukla Tritiya,Swati,25,9,2025,39,30,0,No,No,Normal conditions
2025-09-25,PIMPALGAON BASWANT(SAYKHEDA),RED,500.0,2152,1671.0,"Hartalika Teej, Ganesh Chaturthi / Vinayaka Chaturthi (State Holiday)",0,0,0,Shukla Tritiya,Swati,25,9,2025,39,30,0,No,No,Normal conditions
2025-09-25,MANMAD,RED,300.0,2590,2200.0,"Hartalika Teej, Ganesh Chaturthi / Vinayaka Chaturthi (State Holiday)",0,0,0,Shukla Tritiya,Swati,25,9,2025,39,30,0,No,No,Normal conditions
2025-09-26,KALVAN,RED,400.0,2470,1751.0,"Ganesh Chaturthi / Vinayaka Chaturthi (State Holiday), Rishi Panchami",0,0,0,Shukla Chaturthi,Vishakha,26,9,2025,39,30,0,No,No,Normal conditions
2025-09-26,NASIK,POLE,750.0,2750,1850.0,"Ganesh Chaturthi / Vinayaka Chaturthi (State Holiday), Rishi Panchami",0,0,0,Shukla Chaturthi,Vishakha,26,9,2025,39,30,0,No,No,Normal conditions
2025-09-26,PIMPALGAON,POLE,400.0,2561,1951.0,"Ganesh Chaturthi / Vinayaka Chaturthi (State Holiday), Rishi Panchami",0,0,0,Shukla Chaturthi,Vishakha,26,9,2025,39,30,0,No,No,Normal conditions
2025-09-26,YEOLA,RED,300.0,2323,1750.0,"Ganesh Chaturthi / Vinayaka Chaturthi (State Holiday), Rishi Panchami",0,0,0,Shukla Chaturthi,Vishakha,26,9,2025,39,30,0,No,No,Normal conditions
2025-09-26,NASIK,POLE,900.0,2600,1800.0,"Ganesh Chaturthi / Vinayaka Chaturthi (State Holiday), Rishi Panchami",0,0,0,Shukla Chaturthi,Vishakha,26,9,2025,39,30,0,No,No,Normal conditions
2025-09-26,DINDORI(VANI),RED,1500.0,2700,2100.0,"Ganesh Chaturthi / Vinayaka Chaturthi (State Holiday), Rishi Panchami",0,0,0,Shukla Chaturthi,Vishakha,26,9,2025,39,30,0,No,No,Normal conditions
2025-09-26,LASALGAON(VINCHUR),RED,900.0,2380,2100.0,"Ganesh Chaturthi / Vinayaka Chaturthi (State Holiday), Rishi Panchami",0,0,0,Shukla Chaturthi,Vishakha,26,9,2025,39,30,0,No,No,Normal conditions
2025-09-26,CHANDVAD,RED,1200.0,2400,1800.0,"Ganesh Chaturthi / Vinayaka Chaturthi (State Holiday), Rishi Panchami",0,0,0,Shukla Chaturthi,Vishakha,26,9,2025,39,30,0,No,No,Normal conditions
